attr_latent_dim,cntx_latent_dim,hidden_dim,nb_epochs,g_lr,d_lr,g_wd,d_wd,l2_norm_alpha,adapt_epochs,adapt_lr,adapt_wd,adapt_gen_samples,test_period,adversarial,frnk_cycle,frnk_reconstruct,attr_in_01,cce,gpu,wseed,twseed,tfseed,write_csv
16,512,2048,100,1e-05,1e-05,0,0,10,10,0.001,0,500,3,False,False,False,False,False,0,42,42,40,True


epoch,best-acc,zs-accs,mean-acc,DAP-1NN-acc
2,0.31922132866523517,"[0.24302374586830303, 0.27282607802854, 0.2663838175217104, 0.31094690264493474, 0.25659950480805194, 0.27497688834312073, 0.31184846194905214, 0.29104460537632887, 0.2923802946488492, 0.31922132866523517]",0.2839251627854126,0.2652034618294684
5,0.3874159669222811,"[0.29507104689577035, 0.32632645852463754, 0.3129966455034554, 0.3536335429361048, 0.35570908188876854, 0.3343089370476292, 0.3598149942930576, 0.3874159669222811, 0.38558537771785917, 0.3774880780024491]",0.3488350129732013,0.2782556331673811
8,0.42929452393757683,"[0.35505577458532445, 0.3720166153510088, 0.3614453687279292, 0.38143790957845225, 0.3960984124514853, 0.37179915543820236, 0.4029409925055205, 0.42929452393757683, 0.42050121314996003, 0.4140851727707123]",0.39046751384961725,0.28933705538617416
11,0.45443503420570935,"[0.3869776265451488, 0.4189092363716826, 0.4062281501437436, 0.41087566555397703, 0.4253432079163769, 0.4091495210150728, 0.43104739538078374, 0.45443503420570935, 0.4392319579352376, 0.43579675783084043]",0.4217994552898573,0.35607123852661104
14,0.4785631930234664,"[0.4112728702359096, 0.4420714420867613, 0.43869344595575716, 0.43592599596604326, 0.4437840146977329, 0.4357665920761654, 0.4486303157262926, 0.4785631930234664, 0.46173086135269414, 0.45355811715186434]",0.4449996848272687,0.35243276435853155
17,0.4947676343773872,"[0.4297230542024203, 0.45968589103661806, 0.45610272302128063, 0.457625663774508, 0.4619065685982222, 0.4424764132786467, 0.4668865018789948, 0.4947676343773872, 0.47013518788551084, 0.4690075818858584]",0.4608317219939447,0.39219111642215765
20,0.505217713385234,"[0.4449126638020237, 0.4753687296175194, 0.4763384102898994, 0.4693512777584307, 0.47258546693238024, 0.46045592060982443, 0.4806911743959007, 0.505217713385234, 0.48202429068715447, 0.48363721737197124]",0.4750582864850338,0.3645372210609512
23,0.5176435809290129,"[0.45145106986502037, 0.4874160282822239, 0.4884773554175501, 0.4804585513816906, 0.47956220481802525, 0.4691261337399014, 0.4917469315046986, 0.5176435809290129, 0.49018461252146234, 0.4932949241193736]",0.48493613925789586,0.35802800940996515
26,0.5180978822337738,"[0.45226126565107283, 0.48922223478230487, 0.4934002607470137, 0.4862488034490212, 0.4849528037926352, 0.48278027958713376, 0.49524986334045257, 0.5180978822337738, 0.496155791396465, 0.5044225065172061]",0.49027916914970787,0.38493980158715063
29,0.5212760713434894,"[0.45118718238177974, 0.4880086668009652, 0.4986828216210415, 0.4946133006693499, 0.4933454933594132, 0.48550827454346424, 0.5001099101203682, 0.5212760713434894, 0.5056322685096964, 0.5063549671325385]",0.4944718956482107,0.3234545311308654
32,0.5125785290268255,"[0.4471733950985774, 0.4811013669080292, 0.4876020910681613, 0.48357344313525974, 0.4833435084978074, 0.4765784524637301, 0.4906964444362421, 0.5125785290268255, 0.49292843805278314, 0.49465545645480546]",0.4850231125142221,0.3288938245305614
35,0.5195040713491064,"[0.4527524463787497, 0.49144263922869, 0.501204860717665, 0.4977896378699517, 0.4975375359576346, 0.4908845496058641, 0.5024742332054358, 0.5195040713491064, 0.504373368987889, 0.5070612388090567]",0.49650245821100436,0.3887944331445741
38,0.5318184257917052,"[0.4568030020953359, 0.49225932004094525, 0.5047102914493159, 0.49555041293237484, 0.49686095682217524, 0.4895770022168316, 0.5031340432885176, 0.5318184257917052, 0.5024984103531542, 0.505251676932125]",0.4978463541922481,0.3297919432466697
41,0.5355453056030952,"[0.46399052083478187, 0.5066055426007106, 0.5216365519667814, 0.5141905293430316, 0.5117028429371152, 0.5080288470508032, 0.5215403352099702, 0.5355453056030952, 0.5198141560529096, 0.5238401994446253]",0.5126894831043824,0.2810053053331265
44,0.5386229905140886,"[0.46609350587936776, 0.5093722432606516, 0.5169789009132861, 0.5122361238886891, 0.5116466328835153, 0.5097444412969676, 0.5209666363529514, 0.5386229905140886, 0.5191193573579368, 0.5275011388879683]",0.5132281971235424,0.3466775603721979
47,0.5468105262335045,"[0.4745982792345359, 0.5263092740410471, 0.5312163078062935, 0.527794209556274, 0.5222535150442328, 0.5190355842972348, 0.534206233293871, 0.5468105262335045, 0.5319149130961496, 0.5377868033911591]",0.5251925645994302,0.2897032808667379
50,0.5428532117853179,"[0.48248955162237317, 0.5303339828243145, 0.5370236343629875, 0.5305257572568014, 0.5273304358426157, 0.5201793801825935, 0.5380837919331383, 0.5428532117853179, 0.540979883834643, 0.541324784963355]",0.5291124414608139,0.32355968396792273
53,0.5398992793810428,"[0.4892906010291197, 0.5305732535821083, 0.5359014067969105, 0.5282896979546927, 0.5244640120699522, 0.5148657301702728, 0.5300048669691991, 0.5398992793810428, 0.5360360208071356, 0.5346944151056291]",0.5264019283866063,0.3414797180753123
56,0.5528906976867616,"[0.5052261195935733, 0.5369675983334448, 0.542034827000779, 0.5374305482246708, 0.5398363404559771, 0.5308411654167282, 0.5447715155467512, 0.5528906976867616, 0.5520014241345107, 0.5458351963942593]",0.5387835432787456,0.28393573701870106
59,0.552782556703341,"[0.48871445687409915, 0.5275249427093164, 0.5355616075496655, 0.5295404700829436, 0.5356024158651262, 0.5217688096034687, 0.5397206792818798, 0.552782556703341, 0.5464373999061177, 0.5427011093470849]",0.5320354447923045,0.28831226865998894
62,0.5458681733314403,"[0.48567638138661823, 0.5216485245449974, 0.5331155622135811, 0.5296551377507032, 0.5288868070727781, 0.5176723358590113, 0.5337959694850972, 0.5437168609677145, 0.5458681733314403, 0.5419150181872872]",0.5281950770799229,0.30428184442525685
65,0.5501408750756794,"[0.49412510253240277, 0.5320902365921687, 0.5439341899792098, 0.5350440834716335, 0.5329171125630097, 0.5237825256663979, 0.5398953863916114, 0.5501408750756794, 0.5492543789377293, 0.5498577941835258]",0.5351041685393368,0.2908054381552906
68,0.5599233251509503,"[0.5051756217514936, 0.537149308755345, 0.5493439186452529, 0.5442676619620217, 0.5417848411774324, 0.5364191863301334, 0.550613156723961, 0.5533978603272416, 0.5599233251509503, 0.5597386216566664]",0.5437813502480499,0.3231831618040366
71,0.568765864608987,"[0.5145339682151309, 0.5415012023199856, 0.5523265957489272, 0.5577528003946634, 0.5481607255604435, 0.5479707424943563, 0.5611590340198437, 0.5595394653913496, 0.568765864608987, 0.5680717214019169]",0.5519782120155604,0.2858833628563603
74,0.5635457450165288,"[0.5020913914809093, 0.5406643511666585, 0.5473304069373637, 0.5477143753713868, 0.5375944248536053, 0.5376803571125353, 0.5538432944501164, 0.5486597865182877, 0.5635457450165288, 0.5629521076231139]",0.5442076240530506,0.3074840592359227
77,0.5657364103160173,"[0.498967661979727, 0.5416909256973093, 0.5462255416530443, 0.5458359253444832, 0.5375062231571336, 0.5348278128840809, 0.5531056744869326, 0.5514707490920484, 0.5657364103160173, 0.5609363011796472]",0.5436303225790423,0.377749551330093
80,0.5581330221125985,"[0.49454059034438974, 0.5370884948436987, 0.5403510082194849, 0.5353552930116632, 0.5310616420903223, 0.5276681068793856, 0.5442748850292574, 0.5438273242993924, 0.5581330221125985, 0.5544805284274181]",0.536678089525761,0.2946234910428764
83,0.5573101098058472,"[0.4984702259273641, 0.5345332832906953, 0.5410188033420109, 0.5373282591320989, 0.5301498898332151, 0.5257079535210066, 0.5401731754135408, 0.5387912899770646, 0.5573101098058472, 0.5514761906458945]",0.5354959180888738,0.332672006121053
