attr_latent_dim,cntx_latent_dim,hidden_dim,nb_epochs,g_lr,d_lr,g_wd,d_wd,l2_norm_alpha,adapt_epochs,adapt_lr,adapt_wd,adapt_gen_samples,test_period,adversarial,train_w_frnk,attr_in_01,gpu,seed,write_csv,ATTR_IN_01,ADVERSARIAL,TRAIN_W_FRNK
16,512,1536,60,0.0001,1e-05,0,0,10,7,0.003,0,500,3,False,False,False,0,41,True,False,False,False


epoch,best-acc,zs-accs,mean-acc,DAP-1NN-acc
2,0.492474835469618,"[0.4555591412778872, 0.4665072545062155, 0.4802733482127254, 0.4765407213254229, 0.47803021745359253, 0.492474835469618, 0.4722404999316014]",0.4745180025967232,0.3952773418018862
5,0.5419867996605395,"[0.4639048949096628, 0.49416949321765785, 0.4978491424174871, 0.5133798350407889, 0.5312995625706447, 0.5419867996605395, 0.52370480032075]",0.5094706468767901,0.3800490252670051
8,0.5708073054777902,"[0.5159668545980048, 0.523703507545474, 0.5320791540297143, 0.5520942748641257, 0.5568222718069499, 0.5708073054777902, 0.5703840057245773]",0.5459796248638051,0.36867652687977753
11,0.5739952500166645,"[0.540799194169847, 0.5524008385102336, 0.5739952500166645, 0.5570580056194441, 0.5645111428544469, 0.5543942658392769, 0.570625550391122]",0.5591120353430049,0.35652648688869465
14,0.5897926802898699,"[0.5142722886998095, 0.5427950116440273, 0.5482782463852044, 0.5897926802898699, 0.5740118674583239, 0.5796521384699166, 0.5601734642915126]",0.5584250996055234,0.3528584156457478
17,0.587708671456624,"[0.5517210299244997, 0.5527279216810788, 0.5847122891659844, 0.578161117879694, 0.587708671456624, 0.5691790326726734, 0.5689838051761587]",0.5704562668509591,0.36468345686479137
20,0.5932713381467195,"[0.5084904998807983, 0.5511817241180536, 0.5520430304944159, 0.5709547239607111, 0.5932713381467195, 0.567370582373121, 0.5744210868508962]",0.5596761408321023,0.3742731822807527
23,0.6153029192101901,"[0.5302208853811634, 0.5967447160021228, 0.5587203225962686, 0.6115938352628572, 0.6153029192101901, 0.6030895452527407, 0.5948205188043614]",0.5872132489299577,0.36735997256140074
26,0.6103722421654808,"[0.5216185065185857, 0.5479643354276509, 0.5685219180038572, 0.6103722421654808, 0.5724136133621086, 0.5821740931792336, 0.5738387490377326]",0.5681290653849499,0.3599255950924501
29,0.5950954515517181,"[0.5823561645652116, 0.558030880415079, 0.5658964620690037, 0.5950954515517181, 0.5877342589594904, 0.5934557963255177, 0.5931993197582524]",0.5822526190920391,0.3731641088594279
32,0.6038864614299013,"[0.5517443930968111, 0.5812774424744866, 0.6038864614299013, 0.5687745683869234, 0.5810791058873941, 0.5804209535710037, 0.5828549066289076]",0.5785768330679183,0.3732784575069105
35,0.5926421239491113,"[0.4761163668428582, 0.5536577169837118, 0.5579738142239974, 0.5871836895759551, 0.5926421239491113, 0.5908061120370223, 0.5817062928513931]",0.5628694452091498,0.36892078605326795
38,0.6000854337375262,"[0.5719822681385367, 0.5762322279137193, 0.5835111239921202, 0.6000854337375262, 0.5868763036243194, 0.5902444429788165, 0.5892256172701482]",0.5854510596650268,0.3778090106989214
41,0.597216569565993,"[0.5443527002264829, 0.597216569565993, 0.5791548746268208, 0.5848595908783187, 0.5876162554301999, 0.5896767682504991, 0.5796235282668579]",0.5803571838921674,0.37079390873281526
44,0.5977017230961641,"[0.5670545334265974, 0.5854041700637147, 0.5799628876939005, 0.5903501688934069, 0.5866047108739697, 0.579069422350132, 0.5977017230961641]",0.5837353737711265,0.37064626952063967
47,0.6117742478359117,"[0.5446240537325493, 0.5713460877049454, 0.6117742478359117, 0.6102784958151217, 0.5898041956063619, 0.5889673057546261, 0.603816959129771]",0.5886587636541839,0.3625659043587837
50,0.6164197675099152,"[0.5837020406072615, 0.6063629683136095, 0.6145381067140814, 0.6164197675099152, 0.5823207987083281, 0.6016282269815316, 0.6126747191572853]",0.6025209468560018,0.3656424439682045
53,0.5974976356334127,"[0.5789901432921181, 0.5704450941883563, 0.5905102682616168, 0.5962241580756842, 0.5974976356334127, 0.5889676788992787, 0.5910283845806075]",0.5876661947044391,0.3738024217123316
56,0.6149257298055291,"[0.5718305298935086, 0.5824031739138681, 0.6149257298055291, 0.6015622254419154, 0.5928391248334245, 0.5908800542182647, 0.6018339930568932]",0.5937535473090577,0.37135045525883736
59,0.6048720115036194,"[0.5717856991755432, 0.5953997787574521, 0.5732625604016873, 0.6048720115036194, 0.5744257624328574, 0.5670654910569473, 0.5943313725711771]",0.5830203822713262,0.37025814190123685
