attr_latent_dim,cntx_latent_dim,hidden_dim,nb_epochs,g_lr,d_lr,g_wd,d_wd,l2_norm_alpha,adapt_epochs,adapt_lr,adapt_wd,adapt_gen_samples,test_period,adversarial,train_w_frnk,attr_in_01,gpu,seed,write_csv,ATTR_IN_01,ADVERSARIAL,TRAIN_W_FRNK
16,512,1536,60,0.0001,1e-05,1e-05,1e-05,10,7,0.003,1e-05,500,3,True,False,False,0,41,True,False,True,False


epoch,best-acc,zs-accs,mean-acc,DAP-1NN-acc
2,0.4922666257630334,"[0.45553079982052547, 0.4667586246909285, 0.4823482546754028, 0.47505405264553274, 0.4758968266196799, 0.4922666257630334, 0.4709435376107556]",0.47411410311797975,0.3932207797773612
5,0.5403357492532379,"[0.46133475082249487, 0.4923422747553744, 0.49735357432477106, 0.5105633582672823, 0.5296710693310207, 0.5403357492532379, 0.5247471276623978]",0.5080497006309398,0.37810139862492054
8,0.5694784067224948,"[0.5114322836449974, 0.5188468051132062, 0.5312355065540866, 0.547969386305569, 0.5507336344478452, 0.5694784067224948, 0.568920318928745]",0.5426594773881349,0.36969857745230544
11,0.5689828600842601,"[0.5392754945654561, 0.5472455237951342, 0.5689828600842601, 0.5497610356476353, 0.5604378664830324, 0.5505474787035973, 0.5662222011362192]",0.5546389229164764,0.3567425303381258
14,0.5843677779416402,"[0.5101874178731469, 0.5377770231193494, 0.5433343198659921, 0.5843677779416402, 0.5737654260808773, 0.5754063666774465, 0.5570393010734772]",0.5545539475188471,0.35279860148552494
17,0.5899453761913623,"[0.5465294939070636, 0.5553660552039313, 0.5832858840937063, 0.5825884422269235, 0.5899453761913623, 0.5736551050150982, 0.5742232149054927]",0.572227653077654,0.36812961961094637
20,0.5927261538920165,"[0.5083283677798746, 0.5484856816970227, 0.552434112072423, 0.5710907311203315, 0.5927261538920165, 0.5689060585312352, 0.5780608346520354]",0.5600045628207055,0.3778461121450293
23,0.6161817829349816,"[0.5314181285206538, 0.5956891271247347, 0.5643460126521449, 0.6141631871787723, 0.6161817829349816, 0.6029865638400237, 0.6030178412535999]",0.5896860919292729,0.37112759722130206
26,0.6086366988241367,"[0.5244510958404719, 0.554459828719473, 0.5695115969997437, 0.6086366988241367, 0.5785711179012671, 0.5848277353392234, 0.575476484151219]",0.5708477939679336,0.36283668417326875
29,0.6000248332218325,"[0.5766090033614283, 0.5541095639807103, 0.5627934362851111, 0.6000248332218325, 0.5902355539076288, 0.598638393085319, 0.5958503840817969]",0.5826087382748325,0.373774563104734
32,0.5960488306342575,"[0.5455450374626898, 0.5829185880932924, 0.5960488306342575, 0.5671874362648064, 0.5804201754134625, 0.5799082264547801, 0.5780982582803401]",0.5757323646576612,0.3756588615409592
35,0.5930013549457653,"[0.4715639514170064, 0.5483725432242906, 0.5621350609370801, 0.590727689148508, 0.5928442959675535, 0.5930013549457653, 0.5773847577778953]",0.5622899504883,0.3754106226174353
38,0.6049445739524761,"[0.566528764340276, 0.5730314602089391, 0.5828699857816104, 0.6049445739524761, 0.5824647216942297, 0.5890946360991828, 0.5858536128662074]",0.5835411078489888,0.37992011036218454
41,0.5933037001953105,"[0.5390612669044479, 0.585796955362959, 0.5690856528803392, 0.5856397254900703, 0.5925970366108217, 0.5933037001953105, 0.5850268866402002]",0.5786444605834499,0.3720630653763123
44,0.5947588275829419,"[0.5595183780217281, 0.5864405605214574, 0.5758686024881291, 0.5888596259234768, 0.5947588275829419, 0.5740050754171364, 0.5936152902819225]",0.5818666228909704,0.3761769250795499
47,0.6100297440476055,"[0.5407246698708942, 0.5696223634810833, 0.6100297440476055, 0.6048972816070532, 0.5867592565054481, 0.5840970750429135, 0.5970250171019165]",0.5847364868081307,0.3633547550151114
50,0.6169174652540098,"[0.5863896795556494, 0.6063970682070358, 0.613194005370426, 0.6169174652540098, 0.5820623321239815, 0.5965837114593784, 0.607548565564088]",0.6012989753620813,0.37221389213226896
53,0.6009296449803112,"[0.5702356602424103, 0.566702554432078, 0.5858179025526817, 0.5958908183460168, 0.6009296449803112, 0.5925190068630648, 0.5887144308339558]",0.585830002607217,0.3769730787377468
56,0.6129441446189318,"[0.5674255788416763, 0.5760215933130955, 0.6129441446189318, 0.5951011237603219, 0.5900441998272116, 0.5877440630721195, 0.5941181522486597]",0.5890569793831452,0.3732380205140843
59,0.5970755897845171,"[0.5670223220164052, 0.5838826837762714, 0.5591578348309031, 0.5970755897845171, 0.5750891704779848, 0.5653886173335717, 0.5945265937845338]",0.5774489731434553,0.37612154020106253
