attr_latent_dim,cntx_latent_dim,hidden_dim,nb_epochs,g_lr,d_lr,g_wd,d_wd,l2_norm_alpha,adapt_epochs,adapt_lr,adapt_wd,adapt_gen_samples,test_period,adversarial,train_w_frnk,attr_in_01,gpu,seed,write_csv,ATTR_IN_01,ADVERSARIAL,TRAIN_W_FRNK
16,512,1536,60,0.0001,1e-05,0.001,0.001,10,7,0.003,0.001,500,3,False,False,False,0,41,True,False,False,False


epoch,best-acc,zs-accs,mean-acc,DAP-1NN-acc
2,0.4935801501819184,"[0.45453282856705346, 0.4669095376317974, 0.48200551626708404, 0.4771816637460778, 0.47650768885332206, 0.4935801501819184, 0.471506893812078]",0.4746034684370473,0.39365087880288147
5,0.5389269209899703,"[0.4634030599571076, 0.4929981621141709, 0.49477908129541975, 0.5134809370004467, 0.5318299504843711, 0.5389269209899703, 0.5281577738898446]",0.5090822693901902,0.3795274957783306
8,0.5777122471719364,"[0.5163255895124801, 0.5182945973101575, 0.5320813746028623, 0.5491234580246602, 0.5584197936160562, 0.5777122471719364, 0.5658936489456117]",0.5454072441691091,0.3696401016254761
11,0.5735607678059791,"[0.5409956964581542, 0.5517540206037277, 0.5734004019043267, 0.558837878991082, 0.5666185356164574, 0.5543954321510955, 0.5735607678059791]",0.5599375333615461,0.3558653581398941
14,0.59310288326634,"[0.5109985391414298, 0.540876049028707, 0.5505791494037399, 0.59310288326634, 0.5788143287977835, 0.578431269393435, 0.5582051478718819]",0.5587153381290453,0.35422534072761785
17,0.5887507698457737,"[0.5489959336168442, 0.5542231399270967, 0.5840501811960358, 0.5833551092979478, 0.5887507698457737, 0.5765377411473892, 0.5792535928930347]",0.5735952097034459,0.3663045325207489
20,0.5947488151529046,"[0.4993256890898497, 0.5482044492073972, 0.5498759494903414, 0.5677184800737157, 0.5947488151529046, 0.5685499456194882, 0.5808884422990036]",0.558473110133243,0.3739352671005901
23,0.6158428843590071,"[0.5254595595563846, 0.5925961920953778, 0.555651647150398, 0.6066251148658475, 0.6158428843590071, 0.6007904571241587, 0.5923451202078338]",0.584187282194144,0.36822050339626916
26,0.6111146289498095,"[0.5248629465109047, 0.5445152760238856, 0.5650765284635303, 0.6111146289498095, 0.5715266603721109, 0.579149256964215, 0.5730413298481836]",0.5670409467332342,0.3605300170906082
29,0.595274933106325,"[0.5683173355288887, 0.5480299719597165, 0.5573890799197162, 0.5903910732666038, 0.5796875618262695, 0.5832597233358274, 0.595274933106325]",0.5746213827061923,0.3742753536854383
32,0.6001005415551603,"[0.5394520951599523, 0.580393639274013, 0.6001005415551603, 0.5633542761892946, 0.5797370569684336, 0.5792279297376168, 0.5720464422791871]",0.5734731401662368,0.37534641220755527
35,0.5893696485017939,"[0.4727089183544684, 0.5496530265579653, 0.5629071174845707, 0.5796274838041832, 0.5883434831508433, 0.5893696485017939, 0.5820327033196935]",0.5606631973105026,0.37254235225696924
38,0.5920478577779925,"[0.568952304967995, 0.572674597144754, 0.5710763105905617, 0.5920478577779925, 0.5858103783178941, 0.5831287455733426, 0.5854552867652166]",0.5798779258768224,0.3809351300938477
41,0.5887330052053223,"[0.5412842592385473, 0.5887330052053223, 0.5648151546962674, 0.5837642546029416, 0.5864118673531549, 0.5771662842861939, 0.5735690517014356]",0.573677696726266,0.37404743475965946
44,0.5892161302306389,"[0.5567686602780129, 0.5794381727033077, 0.5706698435582732, 0.5861428207143213, 0.5880637439575119, 0.564479983568426, 0.5892161302306389]",0.5763970507157845,0.3730064309609092
47,0.6105262920945924,"[0.5430823540051124, 0.5719304265013462, 0.6105262920945924, 0.6032435779437654, 0.5864224328523916, 0.5841110555975673, 0.5972156045203745]",0.5852188205021642,0.3665365509142392
50,0.6065281502552955,"[0.584695758174205, 0.5996357233157192, 0.6065281502552955, 0.6064018960169041, 0.5776138256287473, 0.5921873802976769, 0.6017703799525621]",0.5955475876630157,0.3683002248898896
53,0.593991391899876,"[0.5728311964081164, 0.5646781369892113, 0.5791986550824286, 0.5900534681726854, 0.593991391899876, 0.5811563919988255, 0.5828305628010104]",0.5806771147645934,0.3783491597283709
56,0.6028655403121984,"[0.5730278853828579, 0.5758237577557889, 0.6028655403121984, 0.5945718150625339, 0.5832388453425771, 0.5823427299743573, 0.5940339847584539]",0.5865577940841096,0.37166909507146656
59,0.6007787998194295,"[0.5696018495644645, 0.5896822745327532, 0.5677183242353244, 0.5991585257806447, 0.5748384286466469, 0.5728699465220422, 0.6007787998194295]",0.5820925927287579,0.3720612455832977
