attr_latent_dim,cntx_latent_dim,hidden_dim,nb_epochs,g_lr,d_lr,g_wd,d_wd,l2_norm_alpha,adapt_epochs,adapt_lr,adapt_wd,adapt_gen_samples,test_period,adversarial,train_w_frnk,attr_in_01,gpu,seed,write_csv,ATTR_IN_01,ADVERSARIAL,TRAIN_W_FRNK
16,512,1536,60,0.0001,1e-05,0.001,0.001,10,7,0.003,0.001,500,3,True,False,False,0,41,True,False,True,False


epoch,best-acc,zs-accs,mean-acc,DAP-1NN-acc
2,0.4940767068286659,"[0.45494842303473143, 0.46992547536475976, 0.48399650185395215, 0.47794285905239065, 0.479576455931024, 0.4940767068286659, 0.47032644153090464]",0.475827551942347,0.39525026001086033
5,0.5380276883478622,"[0.46294688233530223, 0.49129953166477636, 0.49649396341779195, 0.5135496714521792, 0.5297810347386572, 0.5380276883478622, 0.5249929185314055]",0.5081559557839964,0.3786180003078484
8,0.5749360533093746,"[0.5134933371237668, 0.5171178784010243, 0.5262187100672975, 0.5455729113834417, 0.554019179226788, 0.5749360533093746, 0.5664075664204308]",0.5425379479903033,0.37030878354574537
11,0.574198425558798,"[0.5431464100547729, 0.5509946244022033, 0.5727856335751864, 0.5540679485840964, 0.5626179627655614, 0.550980031757145, 0.574198425558798]",0.5583987195282519,0.356928924536577
14,0.5920860394728258,"[0.5120353049182815, 0.5414949739392114, 0.551807798637372, 0.5920860394728258, 0.5775591754393818, 0.5806423393264775, 0.5596912871062221]",0.5593309884056817,0.3530144039855395
17,0.5849350279407821,"[0.5484052888595881, 0.5538753549667492, 0.5830435830452381, 0.577605784117352, 0.5849350279407821, 0.5727209482100629, 0.5754323854388044]",0.5708597675112254,0.36745268840757933
20,0.5933012791041673,"[0.5021332621217649, 0.5499112227771257, 0.5521043738362852, 0.5645289051529563, 0.5933012791041673, 0.5617079308032245, 0.5704326768220656]",0.5563028072310842,0.3760514148771031
23,0.6103834702164084,"[0.5269862123928134, 0.5933218910729491, 0.5588991916419512, 0.6053702623857401, 0.6103834702164084, 0.5987588732445314, 0.5941495826990895]",0.5839813548076405,0.37199757540731976
26,0.6075407313287735,"[0.5227371376294785, 0.5473452412459632, 0.5639324819758063, 0.6075407313287735, 0.5720434210104262, 0.5741656885959434, 0.576874574103932]",0.5663770394129034,0.36209909543218144
29,0.5958164088205795,"[0.5715668889779736, 0.550687955342217, 0.5561831630733185, 0.5958164088205795, 0.5816392418857472, 0.5883617540465418, 0.5950449516867202]",0.577042909119014,0.3708578303467253
32,0.5932514516950335,"[0.5444213502791261, 0.5776664014950589, 0.5932514516950335, 0.5659185030263514, 0.5785400749309266, 0.5739998098483632, 0.5740124071430062]",0.5725442854882665,0.3748183324067856
35,0.5879947540901924,"[0.4718602824253234, 0.5464050833732469, 0.5585569323770166, 0.5817817811625171, 0.5860794287619189, 0.5879947540901924, 0.5737845656072063]",0.5580661182567744,0.37446335889500937
38,0.5934949764088524,"[0.5711455111439594, 0.5696518059397833, 0.5743679480473985, 0.5934949764088524, 0.5827090904389433, 0.5857838054757047, 0.5891906806780922]",0.5809062597332477,0.37824002517216726
41,0.5855083820382101,"[0.5415871194987688, 0.5855083820382101, 0.5609240104391038, 0.5802892111647302, 0.5803745905170281, 0.5796734947523263, 0.5770475961264359]",0.5722006292195146,0.37367834324349486
44,0.5846239789077132,"[0.5596069645265815, 0.5723103888030894, 0.5675976209559584, 0.5830219127882406, 0.5846239789077132, 0.5608538277838389, 0.5843362889744993]",0.5731929975342744,0.37295590853182803
47,0.6035278056649132,"[0.5393593201035404, 0.5640123978145412, 0.6035278056649132, 0.5976827948288572, 0.5771402867696133, 0.5778199856425414, 0.5968024767056508]",0.579477866789951,0.3624118664530056
50,0.6112878831918547,"[0.5862889272900715, 0.6045346232895131, 0.6112878831918547, 0.6098607743202215, 0.574465436196989, 0.5923886497626069, 0.6018020851358014]",0.5972326255981512,0.37125486980458494
53,0.5884870422348488,"[0.5725356282864529, 0.566127045437405, 0.5773161391224213, 0.5884870422348488, 0.5864428616412385, 0.5807862787984743, 0.5842859296103556]",0.5794258464473138,0.37558389862935426
56,0.6068447548259964,"[0.5773080952148073, 0.5725210784542687, 0.6068447548259964, 0.5891412968142363, 0.5784546092589753, 0.5747552063346237, 0.5975830758811885]",0.5852297309691566,0.37444556272293894
59,0.5996745778733665,"[0.570301188882373, 0.5938319806574038, 0.5670978109737965, 0.5996745778733665, 0.5733601878831979, 0.5732922216373033, 0.5983458054979913]",0.5822719676293475,0.3736900877778949
