attr_latent_dim,cntx_latent_dim,hidden_dim,nb_epochs,g_lr,d_lr,g_wd,d_wd,l2_norm_alpha,adapt_epochs,adapt_lr,adapt_wd,adapt_gen_samples,test_period,adversarial,train_w_frnk,attr_in_01,gpu,seed,write_csv,ATTR_IN_01,ADVERSARIAL,TRAIN_W_FRNK
16,512,1536,60,0.0001,1e-05,1e-05,1e-05,10,7,0.003,1e-05,500,3,False,False,False,0,40,True,False,False,False


epoch,best-acc,zs-accs,mean-acc,DAP-1NN-acc
2,0.5383663890887754,"[0.5206350504526409, 0.5383663890887754, 0.5315712518969481, 0.5320645327657768, 0.5187372465349078, 0.5369368352125891, 0.5343031652801121]",0.5303734958902501,0.4105286951668198
5,0.5849278566188199,"[0.5435824338933146, 0.5702160468784241, 0.5793253124307178, 0.5818519996831256, 0.5849278566188199, 0.5780536609917728, 0.5799182410900776]",0.5739822216551789,0.35838907712436996
8,0.5886316192319534,"[0.5531598927200739, 0.5749916042100505, 0.5741984469552598, 0.5651058593762597, 0.5663697297920823, 0.5858313455663733, 0.5886316192319534]",0.5726126425502932,0.33789174621867846
11,0.6218389275804388,"[0.5777055627174228, 0.5941280016645898, 0.6088705454241627, 0.6046628862469828, 0.6218389275804388, 0.6043492689485801, 0.5863652325444941]",0.5997029178752388,0.3321561408318261
14,0.6306981448356443,"[0.5908262029868021, 0.606791179180451, 0.5929196217822988, 0.6306981448356443, 0.6240778450554556, 0.6047266929512672, 0.6092970365440988]",0.6084766747622883,0.34122794680386503
17,0.6393492307377576,"[0.6155846702556624, 0.6313206639265416, 0.6393492307377576, 0.6335256898585515, 0.6233655756039426, 0.6378203071849156, 0.6126054768130915]",0.6276530877686375,0.34010784095221386
20,0.6539717406000021,"[0.624749057965155, 0.6295123328591302, 0.6415158389040382, 0.6539717406000021, 0.6246050151708334, 0.6479348943994656, 0.6377602619560883]",0.637149877407816,0.3427885019647548
23,0.6523320017403085,"[0.6378226688534104, 0.6508039359019684, 0.6523320017403085, 0.6521937204801163, 0.6486458823878656, 0.6355861567540899, 0.6478133092450249]",0.646456810766112,0.3425747420077749
26,0.6762122171205601,"[0.6326924800753445, 0.6671204818062577, 0.6520070588750275, 0.671971308755565, 0.6762122171205601, 0.6644033134816543, 0.6437209711228626]",0.658303975891039,0.36630449995918185
29,0.6737361316782442,"[0.6340868183020947, 0.6458608628901786, 0.6737361316782442, 0.6590012587562161, 0.6560782091970502, 0.6443633267190976, 0.6640066852271908]",0.6538761846814388,0.38537757641072284
32,0.6636810734274405,"[0.6258946981864387, 0.6581942929174827, 0.6551601095608687, 0.6545785197515113, 0.6636810734274405, 0.6593507772454195, 0.659049552252347]",0.6537012890487869,0.4087761391219177
35,0.6695295123061418,"[0.6119680351260219, 0.6563163289650499, 0.6582948241281453, 0.6695295123061418, 0.6571875018266853, 0.6665767898134509, 0.6624108488128171]",0.654611977282616,0.4055457886626139
38,0.6630773298832932,"[0.5923205054097072, 0.6330263900723224, 0.6490671523792285, 0.6485432936396853, 0.6527491040028006, 0.652322477667035, 0.6630773298832932]",0.6415866075791532,0.42343504880319394
41,0.6669677843189938,"[0.614908695431838, 0.6220081475641506, 0.6669677843189938, 0.6531881174815221, 0.6498326379505395, 0.6516030800935745, 0.6504478278446635]",0.6441366129550402,0.419436492866852
44,0.6560142178549855,"[0.6122097620937585, 0.6418870673123861, 0.6393794449004, 0.6560142178549855, 0.634420029899992, 0.6334464328181793, 0.631023646967287]",0.6354829431209984,0.43231501512776555
47,0.649636839162175,"[0.6029750347895403, 0.6383587655947356, 0.6404881569807656, 0.631282257626174, 0.649636839162175, 0.6366693634026703, 0.6348431838965316]",0.6334648002075133,0.40817459727129235
50,0.6513459672653023,"[0.6274639142770491, 0.6450220898632746, 0.6464325546715193, 0.6462816838102974, 0.6466792192531376, 0.6513459672653023, 0.6498284672806498]",0.6447219852030328,0.41839938231004997
53,0.6437698401250441,"[0.5891237301029284, 0.6251522454962627, 0.6263174332396577, 0.6437698401250441, 0.6346200428929076, 0.6375105772882781, 0.636798173694664]",0.6276131489771061,0.40478775408523765
56,0.6529613723396785,"[0.6115263490620335, 0.6371484244042485, 0.6287945825286225, 0.6239115512293583, 0.6410483060218435, 0.6468188193469108, 0.6529613723396785]",0.6346013435618136,0.4184596901156133
59,0.6537649157599263,"[0.6035221142405622, 0.6085563065680376, 0.6236580765806147, 0.6498715549414722, 0.6463566637822581, 0.6537649157599263, 0.6401393838475834]",0.6322670022457791,0.41074846899695255
